Sample_ID,Year,Latitude,Longitude,Location,Group,Family,Genus,Species,Genotype,Geno_Fluorescence_Brazil,Geno_Fluorescence_GPL,Genotyped,Bd_Loads,Bd_Load_Log,Bd_status
TSEC832,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,latidiscus,,1.006469454,0.993546687,0,3.177,0.620864475,1
TSEC833,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,labiosus,,1.005231538,0.993777917,0,1.737,0.437274797,1
TSEC834,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,labiosus,,1.001647125,0.992087002,0,0,0,0
TSEC835,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,yumbo,,1.003428161,0.988536638,0,0,0,0
TSEC836,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,achatinus,,0.991007452,0.975811915,0,0,0,0
TSEC837,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,labiosus,,0.993654606,0.985019763,0,0,0,0
TSEC838,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,labiosus,,1.001441562,0.993488236,0,2.138,0.496652939,1
TSEC839,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,labiosus,,1.005345161,0.99041312,0,0,0,0
TSEC841,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,labiosus,,0.996882429,0.981516192,0,0.02017,0.008672548,1
TSEC842,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,achatinus,,0.996836832,0.980192246,0,0,0,0
TSEC843,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,labiosus,,0.994062821,1.003667276,0,7.638,0.9364132,1
TSEC844,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,achatinus,,1.00474139,1.113639566,0,5.393,0.805704704,1
TSEC845,2021,0.165637,-78.879234,Mashpi,Anura,Hylidae,Hyloscirtus,mashpi,,0.993958248,0.978357371,0,0,0,0
TSEC846,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,labiosus,,0.997468812,0.989717658,0,0,0,0
TSEC847,2021,0.165637,-78.879234,Mashpi,Anura,Hylidae,Hyloscirtus,mashpi,BdGPL,1.116954956,3.621152143,1,1543,3.188647296,1
TSEC848,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,labiosus,,0.993187402,0.987264497,0,0,0,0
TSEC849,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,labiosus,,0.996459638,0.98410171,0,4.077,0.705607163,1
TSEC850,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,labiosus,,0.984295276,0.970769265,0,0,0,0
