Sample_ID,Year,Latitude,Longitude,Location,Group,Family,Genus,Species,Genotype,Geno_Fluorescence_Brazil,Geno_Fluorescence_GPL,Genotyped,Bd_Loads,Bd_Load_Log,Bd_status
TSEC1062,2022,-0.077757,-80.150093,Lalo Loor,Anura,Strabomantidae,Pristimantis,achatinus,,1.031498166,0.996000488,0,0,0,0
TSEC1063,2022,-0.077757,-80.150093,Lalo Loor,Anura,Strabomantidae,Pristimantis,achatinus,,1.023612348,0.989738817,0,0,0,0
TSEC1064,2022,-0.077757,-80.150093,Lalo Loor,Anura,Strabomantidae,Pristimantis,achatinus,,1.047953185,1.016000859,0,0,0,0
TSEC1065,2022,-0.077757,-80.150093,Lalo Loor,Anura,Strabomantidae,Pristimantis,achatinus,,1.037794824,1.002259309,0,0,0,0
TSEC1066,2022,-0.077757,-80.150093,Lalo Loor,Anura,Strabomantidae,Pristimantis,achatinus,,1.035131117,1.004273928,0,0,0,0
TSEC1067,2022,-0.077757,-80.150093,Lalo Loor,Anura,Strabomantidae,Pristimantis,achatinus,,1.02241058,1.004317753,0,0,0,0
TSEC1068,2022,-0.077757,-80.150093,Lalo Loor,Anura,Strabomantidae,Pristimantis,achatinus,,1.027003523,1.000088189,0,0,0,0
TSEC1069,2022,-0.077757,-80.150093,Lalo Loor,Anura,Strabomantidae,Pristimantis,achatinus,,1.031438607,1.008326795,0,0,0,0
TSEC1071,2022,-0.077757,-80.150093,Lalo Loor,Anura,Bufonidae,Rhinella,marina,,1.016903387,0.985452073,0,0,0,0
TSEC1074,2022,-0.077757,-80.150093,Lalo Loor,Anura,Strabomantidae,Pristimantis,achatinus,,1.031980704,1.002456967,0,0,0,0
TSEC1075,2022,-0.077757,-80.150093,Lalo Loor,Anura,Strabomantidae,Barycholos,pulcher,,1.028209527,0.994419938,0,0,0,0
TSEC1076,2022,-0.077757,-80.150093,Lalo Loor,Anura,Strabomantidae,Pristimantis,achatinus,,1.033212591,1.010822473,0,0,0,0
TSEC1077,2022,-0.077757,-80.150093,Lalo Loor,Anura,Hylidae,Trachycephalus,sp,,1.033380026,1.004070162,0,480.4,2.682506086,1
TSEC1079,2022,-0.077757,-80.150093,Lalo Loor,Anura,Strabomantidae,Pristimantis,achatinus,,1.00800207,0.980420891,0,0,0,0
TSEC1080,2022,-0.077757,-80.150093,Lalo Loor,Anura,Strabomantidae,Pristimantis,achatinus,,1.024438232,0.985706569,0,0,0,0
TSEC1081,2022,-0.077757,-80.150093,Lalo Loor,Anura,Strabomantidae,Pristimantis,achatinus,,1.041635757,0.994661126,0,4234,3.626853415,1
TSEC1082,2022,-0.077757,-80.150093,Lalo Loor,Anura,Strabomantidae,Pristimantis,achatinus,,1.039942113,1.005324199,0,0,0,0
TSEC1083,2022,-0.077757,-80.150093,Lalo Loor,Anura,Strabomantidae,Pristimantis,achatinus,,1.041737979,1.018835795,0,0,0,0
TSEC1084,2022,-0.077757,-80.150093,Lalo Loor,Anura,Strabomantidae,Pristimantis,achatinus,,1.011412335,0.976253841,0,304.7,2.485295439,1
TSEC1085,2022,-0.077757,-80.150093,Lalo Loor,Anura,Strabomantidae,Pristimantis,achatinus,,1.014195291,0.97703665,0,0,0,0
TSEC1086,2022,-0.077757,-80.150093,Lalo Loor,Anura,Strabomantidae,Pristimantis,achatinus,,1.01182038,0.982573013,0,0,0,0
TSEC1087,2022,-0.077757,-80.150093,Lalo Loor,Anura,Strabomantidae,Pristimantis,achatinus,,1.013367461,0.963708488,0,316.5,2.50174373,1
TSEC1090,2022,-0.077757,-80.150093,Lalo Loor,Anura,Hylidae,Trachycephalus,jordani,,1.021576026,0.973695167,0,0,0,0
TSEC1097,2022,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.018131472,0.987078867,0,0,0,0
TSEC1098,2022,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.023179941,0.980439088,0,0,0,0
TSEC1099,2022,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,sp,,1.050784478,1.059072198,0,0,0,0
TSEC1100,2022,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,BdGPL,1.1914185,4.055153883,1,1906,3.280350693,1
TSEC1101,2022,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,walkeri,,1.032122697,0.987061821,0,0,0,0
TSEC1102,2022,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.029100859,0.977569127,0,1153,3.062205809,1
TSEC1103,2022,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.008633755,0.974930214,0,0,0,0
TSEC1104,2022,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.022371906,0.986681184,0,0,0,0
TSEC1105,2022,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.020734207,0.986862743,0,0,0,0
TSEC1106,2022,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,sp,,1.023207779,0.985926881,0,151.3,2.182699903,1
TSEC1107,2022,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,BdGPL,1.162749012,3.983425655,1,1774,3.249198357,1
TSEC1108,2022,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.016566893,0.976143431,0,0,0,0
TSEC1110,2022,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.022472067,0.985976865,0,7.372,0.92282922,1
TSEC1111,2022,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.087937193,1.010600935,0,0,0,0
TSEC1269,2022,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,achatinus,,1.023242736,0.994378384,0,0,0,0
TSEC1270,2022,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,achatinus,,1.025731835,0.986708061,0,26.85,1.4448252,1
TSEC1271,2022,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,achatinus,,1.020796298,0.979344418,0,0,0,0
TSEC1272,2022,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,achatinus,,1.018408155,0.985180049,0,2008,3.302979937,1
TSEC1273,2022,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,sp,BdGPL,1.076543909,2.484936834,1,177.2,2.2509077,1
TSEC1274,2022,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,achatinus,,1.015034337,0.974866101,0,0,0,0
TSEC1275,2022,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,achatinus,,1.033782895,0.98602314,0,0,0,0
TSEC1276,2022,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,achatinus,,1.04810116,0.990139617,0,0,0,0
TSEC1277,2022,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,achatinus,BdGPL,1.15993514,3.709983807,1,2136,3.329804522,1
TSEC1278,2022,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,achatinus,,1.029942803,1.011058706,0,0,0,0
TSEC1279,2022,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,achatinus,,1.015997437,0.982904029,0,5204,3.716420734,1
TSEC1280,2022,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,achatinus,,1.03864449,1.004317986,0,0,0,0
TSEC1281,2022,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,achatinus,,1.000119674,0.966116315,0,0,0,0
TSEC1282,2022,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,sp,,1.002010287,0.970119481,0,0,0,0
TSEC1283,2022,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,achatinus,,1.011996863,0.955387714,0,0,0,0
TSEC1285,2022,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,achatinus,,1.018259881,0.982116042,0,414.5,2.618571028,1
TSEC1286,2022,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,achatinus,,1.027898679,0.995630717,0,0,0,0
TSEC1287,2022,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,achatinus,,1.018500379,0.95979192,0,0,0,0
TSEC1288,2022,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,achatinus,BdGPL,1.084800274,2.3008887,1,1115,3.047664195,1
TSEC1289,2022,-0.080402,-78.829204,Saloya,Anura,Hylidae,Scinax,sp,,1.016939436,0.970320327,0,0,0,0
TSEC1290,2022,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,sp,,1.020012017,0.983136693,0,0,0,0
TSEC1291,2022,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,sp,,1.010016404,0.952100507,0,5351,3.728516105,1
TSEC1292,2022,-0.080402,-78.829204,Saloya,Anura,Hylidae,Boana,pellucens,,1.034920083,0.998521503,0,0,0,0
TSEC1343,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,labiosus,,1.037161641,1.01612681,0,0,0,0
TSEC1344,2021,0.165637,-78.879234,Mashpi,Anura,Craugastoridae,Craugastor,longirostris,,1.022522542,0.998236856,0,0,0,0
TSEC1345,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,labiosus,,1.046434844,1.028644162,0,0,0,0
TSEC1346,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,achatinus,,1.021862307,0.992941797,0,0,0,0
TSEC1347,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,achatinus,,1.029762872,1.001531647,0,0,0,0
TSEC1348,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,achatinus,,1.020023858,0.991439364,0,0,0,0
TSEC1349,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,labiosus,,1.038285798,0.987675057,0,3.604,0.663135315,1
TSEC1350,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,labiosus,,1.02189597,0.989958474,0,0,0,0
TSEC1351,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,latidiscus,,1.038000505,1.360466636,0,2.111,0.492900011,1
TSEC1352,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,labiosus,,1.012785614,0.983172259,0,0,0,0
TSEC1353,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,latidiscus,,1.03815102,1.02710254,0,57.7,1.768638101,1
TSEC1354,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,achatinus,BdGPL,1.072967834,2.249669261,1,148.9,2.175801633,1
TSEC1355,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,latidiscus,,1.032282166,0.99766898,0,3.086,0.611298362,1
TSEC1356,2021,0.165637,-78.879234,Mashpi,Anura,Bufonidae,Rhinella,marina,,1.034821768,1.006942573,0,0,0,0
TSEC1357,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,achatinus,,1.024240959,0.990089561,0,0,0,0
TSEC1358,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,achatinus,,1.02377904,0.999129633,0,0,0,0
TSEC1359,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,achatinus,BdGPL,1.045703167,1.718506724,1,6.093,0.85082996,1
TSEC1360,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,achatinus,,1.030386042,1.001376579,0,0,0,0
TSEC1361,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,achatinus,,1.028631292,0.996145524,0,3.082,0.610873,1
TSEC1362,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,achatinus,BdGPL,1.123225374,3.082615645,1,126.9,2.106870544,1
TSEC1363,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,achatinus,,1.034842652,1.008944805,0,4.751,0.759743368,1
TSEC1364,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,sp,,1.027824272,0.998628056,0,0,0,0
TSEC1365,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,achatinus,,1.007873948,0.977176521,0,0,0,0
TSEC1366,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,achatinus,,1.023682353,0.989328788,0,0,0,0
TSEC1367,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,achatinus,,1.028604843,0.999510645,0,0,0,0
TSEC1368,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,achatinus,,1.026733865,0.994684234,0,0,0,0
TSEC1369,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,achatinus,,1.027608485,0.997435325,0,0,0,0
TSEC1370,2021,0.165637,-78.879234,Mashpi,Anura,Craugastoridae,Craugastor,longirostris,,1.019435695,0.989739531,0,0,0,0
TSEC1371,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,achatinus,,1.031421858,1.000670062,0,0,0,0
TSEC1372,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,achatinus,BdGPL,1.056683284,1.535630252,1,28.55,1.470557485,1
TSEC1373,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,achatinus,BdGPL,1.042491531,1.661124866,1,42.4,1.63748973,1
TSEC1374,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,labiosus,BdGPL,1.043558353,1.511559477,1,12.1,1.117271296,1
TSEC1375,2021,0.165637,-78.879234,Mashpi,Anura,Craugastoridae,Craugastor,longirostris,,1.031360964,1.004760618,0,0,0,0
TSEC1425,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,latidiscus,,1.016283632,1.004482323,0,0,0,0
TSEC1426,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,luteolateralis,,1.028067612,0.991933157,0,0,0,0
TSEC1427,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,latidiscus,,1.029947025,1.125739979,0,31.88,1.516931809,1
TSEC1428,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,sp,,1.03770687,1.202093943,0,8.301,0.968529644,1
TSEC1429,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,luteolateralis,,1.021527162,1.003570376,0,0,0,0
TSEC1430,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,labiosus,,1.023358786,0.982922475,0,4.779,0.761852694,1
TSEC1431,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,labiosus,,1.026922794,1.013756422,0,3.684,0.670616886,1
TSEC1432,2021,0.165637,-78.879234,Mashpi,Anura,Craugastoridae,Craugastor,longirostris,,1.026095816,0.994374267,0,0,0,0
TSEC1433,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,sp,,1.02635873,1.050060915,0,8.614,0.982904118,1
TSEC1434,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,latidiscus,,1.029194194,0.985677934,0,0,0,0
TSEC1435,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,latidiscus,,1.030625616,0.992853463,0,0,0,0
TSEC1436,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,luteolateralis,,1.026658573,0.981212025,0,0,0,0
TSEC1437,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,latidiscus,,1.023051801,0.994978841,0,0,0,0
TSEC1438,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,labiosus,,1.030071774,0.987471864,0,0,0,0
TSEC1439,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,latidiscus,,1.037360694,1.003201016,0,0,0,0
TSEC1440,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,latidiscus,,1.025533815,0.985431474,0,0,0,0
TSEC1441,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,subsigillatus,,1.019985011,0.969724542,0,0,0,0
TSEC1442,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,labiosus,BdGPL,1.048547713,1.76454599,1,266.6,2.427486109,1
TSEC1443,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,labiosus,,1.032919671,0.994035276,0,5.524,0.814513952,1
TSEC1444,2021,0.165637,-78.879234,Mashpi,Anura,Craugastoridae,Craugastor,longirostris,,1.02224916,1.062225636,0,5.96,0.84260924,1
TSEC1445,2021,0.165637,-78.879234,Mashpi,Anura,Strabomantidae,Pristimantis,labiosus,,1.0219444,0.980865826,0,0,0,0
TSEC1446,2021,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.040067497,1.009723058,0,0,0,0
TSEC1447,2021,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.030239863,0.991888497,0,0,0,0
TSEC1448,2021,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.038937429,1.007331496,0,8.819,0.99206726,1
TSEC1449,2021,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.027425974,0.996256968,0,0,0,0
TSEC1450,2021,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.038845851,1.00805288,0,0,0,0
TSEC1451,2021,-0.116799,-80.122493,JCR,Anura,Hylidae,Smilisca,phaeota,,1.035969038,1.007986678,0,0,0,0
TSEC1452,2021,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.035192124,0.996711746,0,0,0,0
TSEC1453,2021,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.030908827,0.998655127,0,18.62,1.292699003,1
TSEC1454,2021,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.046521224,1.022005762,0,0,0,0
TSEC1455,2021,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.020142191,1.019422466,0,0,0,0
TSEC1456,2021,-0.116799,-80.122493,JCR,Anura,Centrolenidae,Espadarana,prosoblepon,,1.033960571,0.997418414,0,0,0,0
TSEC1457,2021,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.036699446,1.005437501,0,0,0,0
TSEC1458,2021,-0.116799,-80.122493,JCR,Anura,Hylidae,Smilisca,phaeota,,1.028098045,1.003986566,0,0,0,0
TSEC1459,2021,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.038955706,1.006290824,0,0,0,0
TSEC1460,2021,-0.116799,-80.122493,JCR,Anura,Bufonidae,Rhinella,horribilis,,1.03376968,1.042153773,0,0,0,0
TSEC1461,2021,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.030896224,0.998866667,0,0,0,0
TSEC1462,2021,-0.116799,-80.122493,JCR,Anura,Centrolenidae,Hyalinobatrachium,fleischmanni,,1.025567585,0.987303286,0,0,0,0
TSEC1463,2021,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.029656762,0.99232002,0,0,0,0
TSEC1464,2021,-0.116799,-80.122493,JCR,Anura,Centrolenidae,Hyalinobatrachium,fleischmanni,,1.029664696,0.996061357,0,0,0,0
TSEC1465,2021,-0.116799,-80.122493,JCR,Anura,Centrolenidae,Hyalinobatrachium,fleischmanni,,1.032570787,0.993536949,0,0,0,0
TSEC1466,2021,-0.116799,-80.122493,JCR,Anura,Centrolenidae,Espadarana,prosoblepon,,1.030686431,0.99680715,0,0,0,0
TSEC1467,2021,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.032533902,1.031525666,0,0,0,0
TSEC1468,2021,-0.116799,-80.122493,JCR,Anura,Centrolenidae,Espadarana,prosoblepon,,1.03355023,1.001135228,0,0,0,0
TSEC1469,2021,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.037630995,1.014215084,0,0,0,0
TSEC1470,2021,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.026762898,0.988130958,0,0,0,0
TSEC1471,2021,-0.116799,-80.122493,JCR,Anura,Strabomantidae,Pristimantis,achatinus,,1.027520103,0.965417518,0,0,0,0
TSEC3167,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,1.021345039,0.994031111,0,0,0,0
TSEC3168,2023,-0.080402,-78.829204,Saloya,Anura,Leptodactylidae,Leptodactylus,,,1.028609328,1.004253934,0,0.1286,0.052540046,1
TSEC3169,2023,-0.080402,-78.829204,Saloya,Anura,Hylidae,Dendropsophus,,,1.021230804,0.987073524,0,3.167,0.6198235,1
TSEC3170,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,1.040182666,1.342008314,0,40.62,1.619302076,1
TSEC3171,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,BdGPL,1.160756903,4.076325718,1,1471,3.16790781,1
TSEC3172,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,1.025881549,0.9960469,0,0,0,0
TSEC3173,2023,-0.080402,-78.829204,Saloya,Anura,Leptodactylidae,Leptodactylus,,,1.024120078,0.995831358,0,0,0,0
TSEC3174,2023,-0.080402,-78.829204,Saloya,Anura,Leptodactylidae,Leptodactylus,,,1.033028624,1.008883428,0,0,0,0
TSEC3175,2023,-0.080402,-78.829204,Saloya,Anura,Leptodactylidae,Leptodactylus,,,1.018351748,0.988555706,0,1.893,0.461348434,1
TSEC3177,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,1.023728551,0.991315779,0,13.85,1.171726454,1
TSEC3178,2023,-0.080402,-78.829204,Saloya,Anura,Hylidae,Dendropsophus,,,1.026137175,0.987422307,0,0.5716,0.19634202,1
TSEC3180,2023,-0.080402,-78.829204,Saloya,Anura,Hylidae,Dendropsophus,,,1.006748306,0.978133846,0,0,0,0
TSEC3181,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,0.999662427,0.970212146,0,0,0,0
TSEC3182,2023,-0.080402,-78.829204,Saloya,Anura,Hylidae,Boana,,,1.002309963,0.97222696,0,0,0,0
TSEC3183,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,1.006064881,0.982801632,0,0,0,0
TSEC3184,2023,-0.080402,-78.829204,Saloya,Anura,Hylidae,Boana,,,1.016463723,0.992184701,0,0,0,0
TSEC3185,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,1.016855536,0.991352503,0,0.3273,0.122969094,1
TSEC3186,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,0.995425879,0.969169811,0,0,0,0
TSEC3187,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,1.018419227,1.004819508,0,0,0,0
TSEC3188,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,1.015715923,0.985076826,0,0,0,0
TSEC3189,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,1.016432746,0.991485573,0,332,2.522444234,1
TSEC3190,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,1.01875145,0.992123848,0,0,0,0
TSEC3191,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,1.03775281,1.005784698,0,0,0,0
TSEC3192,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,1.03858097,1.005736433,0,0,0,0
TSEC3193,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,1.035249747,1.002609295,0,3.496,0.652826303,1
TSEC3194,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,1.010694779,0.976072081,0,0,0,0
TSEC3195,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,1.035136191,0.99870432,0,0,0,0
TSEC3196,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,1.029477483,0.99257384,0,0,0,0
TSEC3197,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,1.031308125,1.285406525,0,0,0,0
TSEC3198,2023,-0.080402,-78.829204,Saloya,Anura,Bufonidae,Rhinella,,,1.032755051,0.992515093,0,0,0,0
TSEC3199,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,1.032806775,1.004602309,0,0,0,0
TSEC3200,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,1.03000748,1.014793412,0,0,0,0
TSEC3201,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,1.044521584,1.390396991,0,6.615,0.881669908,1
TSEC3202,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,1.025514756,1.001232138,0,0,0,0
TSEC3203,2023,-0.080402,-78.829204,Saloya,Anura,Hylidae,Boana,,,1.02562084,1.000699238,0,0,0,0
TSEC3204,2023,-0.080402,-78.829204,Saloya,Anura,Hylidae,Boana,,,1.027754265,0.998628232,0,0,0,0
TSEC3205,2023,-0.080402,-78.829204,Saloya,Anura,Hylidae,Boana,,,1.023747752,1.000696974,0,0,0,0
TSEC3206,2023,-0.080402,-78.829204,Saloya,Anura,Leptodactylidae,Leptodactylus,,,1.017232497,0.990648116,0,0,0,0
TSEC3207,2023,-0.080402,-78.829204,Saloya,Anura,Leptodactylidae,Leptodactylus,,,1.027767526,0.999531077,0,0,0,0
TSEC3208,2023,-0.080402,-78.829204,Saloya,Anura,Hylidae,Boana,,,1.023751047,0.991810126,0,0,0,0
TSEC3209,2023,-0.080402,-78.829204,Saloya,Anura,Leptodactylidae,Leptodactylus,,,1.023793607,0.991007881,0,2.802,0.580012113,1
TSEC3210,2023,-0.080402,-78.829204,Saloya,Anura,Hylidae,Boana,,,1.029978294,0.992825567,0,0,0,0
TSEC3211,2023,-0.080402,-78.829204,Saloya,Anura,Hylidae,Boana,,,1.017101763,0.989213631,0,0,0,0
TSEC3212,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,1.024024597,0.995244274,0,0,0,0
TSEC3213,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,,1.028455306,1.006651124,0,0,0,0
TSEC3214,2023,-0.080402,-78.829204,Saloya,Anura,Strabomantidae,Pristimantis,,BdGPL,1.066572769,2.542862917,1,162.7,2.214048679,1
TSEC3334,2023,-0.638401033,-76.14338603,Tiputini,Anura,Leptodactylidae,Leptodactylus,sp,,1.014902626,0.991548065,0,0,0,0
TSEC3335,2023,-0.638401033,-76.14338603,Tiputini,Anura,Leptodactylidae,Adenomera,andreae,,1.014040729,0.980768292,0,0,0,0
TSEC3336,2023,-0.638401033,-76.14338603,Tiputini,Anura,Dendrobatidae,Ameerega,bilinguis,,1.01533981,0.986951686,0,0,0,0
TSEC3337,2023,-0.638401033,-76.14338603,Tiputini,Anura,Hylidae,Osteocephalus,sp,,1.0163934,0.986053074,0,0,0,0
